"priority","readiness","work_type","kind","route_type","entity_id","title","missing_fields","review_requirement"
"HOLD","source_fields_required","fill_source_fields","new","wiki_supplement","ca2b1c5c-54dc-47c3-be9d-2d8031c786cb","비피도박테리움 락티스 KBL3183 3,000억","nutrition|summary","medical_source_and_type_review"
"HOLD","source_fields_required","fill_source_fields","new","wiki_supplement","cc8c0793-1df2-4369-99c7-4c82676e5043","SAMSUNG MAGNESIUM DIRECT 400mg (전량수출용)","nutrition|summary","medical_source_and_type_review"
"HOLD","source_fields_required","fill_source_fields","new","wiki_supplement","d0c62c77-47eb-44e9-9452-757e7a402012","날마다관절마디케어","nutrition|summary","medical_source_and_type_review"
"HOLD","source_fields_required","fill_source_fields","new","wiki_supplement","d227aa96-af1a-48c6-b83d-cff1ffddb2af","파워데일리푸시샷","nutrition|summary","medical_source_and_type_review"
"HOLD","source_fields_required","fill_source_fields","new","wiki_supplement","d37cb71a-c862-4efb-8221-7d3c5bb64c66","아스타루지3X","nutrition|summary","medical_source_and_type_review"
"HOLD","source_fields_required","fill_source_fields","changed","wiki_supplement","d69765e7-5094-44d7-9bd7-1c24cef7890b","밸런스 파인(FINE) 프리미엄","nutrition","medical_source_and_type_review"
"HOLD","source_fields_required","fill_source_fields","new","wiki_supplement","dc8992cc-c169-4c28-8ea5-0d92e9ef3083","코엘 펩타이드","nutrition|summary","medical_source_and_type_review"
"HOLD","source_fields_required","fill_source_fields","changed","wiki_supplement","e76e24fb-f33c-4292-a6aa-7902d2f278a9","락피도 비타민 C 츄어블 키즈","nutrition","medical_source_and_type_review"
"HOLD","source_fields_required","fill_source_fields","changed","wiki_supplement","ec7bfcbf-5dfb-4e82-b45b-b81c17d4b114","HOMUJE PROBIOTICS SOLID BEVERAGE(전량수출용)","nutrition","medical_source_and_type_review"
"HOLD","source_fields_required","fill_source_fields","new","wiki_supplement","ecad0d8c-c038-4358-a926-0ff2ed5b1b69","닥터에디션 리케어 플러스","nutrition|summary","medical_source_and_type_review"
"HOLD","source_fields_required","fill_source_fields","new","wiki_supplement","f0e68452-f866-430b-9e19-81f2a3491bea","더 웰빙 포스파티딜세린","nutrition|summary","medical_source_and_type_review"
"HOLD","source_fields_required","fill_source_fields","new","wiki_supplement","f1c264cd-366e-449a-ae3b-fdc11d239a9a","심플랩 비타민C 3000","nutrition|summary","medical_source_and_type_review"
"HOLD","source_fields_required","fill_source_fields","new","wiki_supplement","fc1236cd-82a5-47f8-afba-8ab2157ede66","로얄플러스멀티비타민","nutrition|summary","medical_source_and_type_review"
"HOLD","source_fields_required","fill_source_fields","new","wiki_supplement","ff324112-f9db-45d0-9c49-fa8b202b1db6","삼성 MSM 365 골드","nutrition|summary","medical_source_and_type_review"
"HOLD","source_fields_required","fill_source_fields","new","wiki_supplement","ff696342-121d-4fcf-9aef-b26086f3596e","멀티비타 K2","nutrition|summary","medical_source_and_type_review"
